t,Re<C_aa>,Im<C_aa>,|C_aa|,|C_aa|^2,Re<C_ab>,Im<C_ab>,|C_ab|,|C_ab|^2
0,1,0,1,1,-0.00141668669,-0.00372436782,0.0039847102,1.58779185e-05
1.2,-0.664616704,-0.557845235,0.867701948,0.75290668,0.000881088898,0.00689995708,0.00695598498,4.8385722e-05
2.4,0.100541256,0.57278347,0.581540585,0.338189453,0.00502011832,-0.0073132664,0.00887048244,7.8685458e-05
3.6,0.144872531,-0.249574184,0.288574636,0.0832753181,-0.00632780651,-0.00114087516,0.0064298315,4.13427333e-05
4.8,-0.0707093179,0.0254849344,0.0751617551,0.00564929051,-0.000673965667,0.0050529819,0.00509773055,2.59868611e-05
6,0.000660675811,3.95018869e-05,0.00066185568,4.3805295e-07,0.00469484972,0.000106924854,0.00469606696,2.20530455e-05
7.2,-0.0154270316,-0.0276401173,0.0316538997,0.00100196933,-0.000834438251,-0.00614472525,0.00620112382,3.8453938e-05
8.4,-0.0279149972,0.135448784,0.138295412,0.0191256218,-0.00500649912,0.00550065795,0.00743789412,5.53222671e-05
9.6,0.248190284,-0.19077684,0.313040286,0.0979942232,0.00768726692,-0.00156671484,0.00784529559,6.15486642e-05
10.8,-0.514117956,-0.0300820544,0.514997303,0.265222222,-0.0069909892,-0.0015415824,0.0071589388,5.12504121e-05
12,0.499964595,0.489557862,0.699736714,0.489631474,0.00550739467,0.0012427594,0.00564586977,3.18758466e-05
13.2,-0.059584029,-0.7676543,0.769963205,0.592843354,-0.0041185813,0.000241822796,0.00412567472,1.70211879e-05
14.4,-0.401923299,0.537183523,0.670901239,0.450108558,0.0065775821,-0.00163126783,0.00677684462,4.59256225e-05
15.6,0.46256575,-0.0970106423,0.472628951,0.223378152,-0.00706616975,-0.00447699334,0.00836505927,6.99742159e-05
16.8,-0.215536997,-0.12216223,0.247749493,0.0613798052,-0.000662867213,0.00454081642,0.00458894391,2.10584058e-05
18,0.0249639191,0.0711429566,0.0753957406,0.00568451779,0.0023029244,0.00257392623,0.00345377438,1.1928556e-05
19.2,0.00321965502,-0.00876044855,0.00933336187,8.71116426e-05,0.00354498043,-0.00654524425,0.00744359521,5.54071084e-05
20.4,-0.017154675,0.00864202529,0.0192085262,0.000368967478,-0.00975205004,0.00125530013,0.00983251072,9.66782463e-05
21.6,0.0918608755,0.0263921376,0.0955770165,0.00913496502,0.00738760084,0.00537868543,0.00913821161,8.3506915e-05
22.8,-0.125027895,-0.200762779,0.236511454,0.0559376664,-0.00274673779,-0.0081700841,0.00861944538,7.42948396e-05
24,-0.0720757395,0.407265753,0.413594365,0.171060294,-0.00236229086,0.00684351055,0.00723975524,5.2414056e-05
25.2,0.462479234,-0.360534012,0.586405873,0.343871862,0.0021655953,-0.00272481772,0.0034805797,1.2114433e-05
26.4,-0.65784651,-0.0469377637,0.659518898,0.434965163,0.00116048567,0.00178278307,0.0021272148,4.52504173e-06
27.6,0.402933151,0.418395519,0.580869973,0.337409914,-0.0026577937,-0.00584352156,0.00641954923,4.12106056e-05
28.8,-0.0130715035,-0.394274414,0.394491047,0.155623183,-0.00231713569,0.00764475437,0.00798820332,6.38113925e-05
30,-0.109484598,0.130896926,0.170648411,0.0291208792,0.00349797378,-0.00259876507,0.00435768301,1.89894017e-05
