t,Re<C_aa>,Im<C_aa>,|C_aa|,|C_aa|^2,Re<C_ab>,Im<C_ab>,|C_ab|,|C_ab|^2
90,-0.0460884935,0.152067428,0.158898244,0.0252486518,-0.0113431169,0.00158272816,0.0114530053,0.000131171329
93.6,0.173563245,0.0737506441,0.188582495,0.0355633575,0.000548771132,0.00791781299,0.00793680744,6.29929124e-05
97.2,0.101405598,-0.171600279,0.199323233,0.0397297512,0.00418121224,-0.00403683068,0.00581193063,3.37785377e-05
100.8,-0.176840966,-0.116654781,0.211851517,0.044881065,-0.0069620358,-0.00353799453,0.00780943966,6.09873478e-05
104.4,-0.13513815,0.206131112,0.246479928,0.0607523551,-0.00583880378,0.00562978165,0.0081108613,6.5786071e-05
108,0.245200236,0.169305403,0.297972273,0.0887874754,0.00352145851,0.00511613545,0.00621091878,3.8575512e-05
111.6,0.211637283,-0.276591062,0.348271381,0.121292955,0.00212219456,-0.00118563017,0.00243093164,5.90942863e-06
115.2,-0.287446092,-0.251908084,0.382207978,0.146082938,-0.0020584795,-0.000867347055,0.0022337477,4.98962878e-06
118.8,-0.26996915,0.266986857,0.37969109,0.144165324,-0.000420505157,0.00707452822,0.00708701447,5.02257741e-05
122.4,0.233796903,0.243891974,0.337852463,0.114144287,0.00857860162,0.00381678011,0.00938936718,8.81602161e-05
126,0.188708813,-0.217489184,0.287945414,0.0829125612,0.00724353912,-0.00915766491,0.011676116,0.000136331686
129.6,-0.212775422,-0.138206068,0.253720904,0.0643742972,-0.00824192186,-0.00472666549,0.00950108639,9.02706426e-05
133.2,-0.0976188381,0.19379114,0.216989501,0.0470844436,-0.00219463998,0.00707435235,0.00740694984,5.48629059e-05
136.8,0.153884947,0.0463608645,0.160716852,0.0258299066,0.0114519391,-0.000467433372,0.0114614747,0.000131365403
140.4,-0.0286307073,-0.116093219,0.119571539,0.0142973529,0.000130938028,-0.0143681163,0.0143687129,0.00020645991
144,-0.106159504,0.107159555,0.150841011,0.0227530105,-0.01429875,-0.00544867922,0.0153017109,0.000234142357
147.6,0.15956458,0.117586035,0.19821032,0.0392873309,-0.00588196415,0.011693821,0.0130898033,0.000171342951
151.2,0.129071141,-0.182440028,0.223480924,0.0499437233,0.00709246626,0.00302633512,0.0077111466,5.94617819e-05
154.8,-0.183794491,-0.131953907,0.226257041,0.0511922486,-0.00120884938,-0.00660875755,0.00671840704,4.51369932e-05
158.4,-0.121344908,0.172869115,0.211206812,0.0446083176,-0.00829342002,0.00501212655,0.00969031621,9.39022283e-05
162,0.165930646,0.101739018,0.19463763,0.0378838071,0.00358830119,0.00851787553,0.00924284096,8.5430109e-05
