E
5.148631802345246544e-17
7.116584322099649975e-05
1.751605650387994375e-04
3.534436183145899554e-04
6.985750845803291760e-04
7.640850412918144367e-04
8.684318839404850648e-04
1.117655834633716691e-03
1.279768867716402124e-03
1.501247911496322472e-03
1.902410424002889434e-03
1.945767313003607998e-03
2.381917432243949723e-03
2.698879680733125633e-03
2.834626010288567987e-03
3.037744045231272061e-03
3.086052430824600540e-03
3.402379992962506570e-03
3.645855931465855765e-03
3.811648606491880534e-03
4.045376484392858990e-03
4.524703055920848392e-03
4.690635677771232658e-03
4.859979579273129846e-03
5.433028740930130954e-03
5.555997526180360586e-03
5.823954607371150012e-03
6.312565968696097311e-03
6.403285155912315056e-03
6.513207225703514062e-03
6.670895232728669272e-03
6.920021801391412590e-03
7.177248258683738280e-03
7.550794297408845376e-03
7.671082165049882690e-03
7.759968067971015002e-03
8.233443615533580714e-03
8.614610388845459280e-03
8.866843249507068772e-03
9.026191848066031712e-03
9.329543211326923879e-03
9.861909589697424872e-03
1.007488723148971393e-02
1.036867101825937262e-02
1.064717255553705548e-02
1.093012348163385251e-02
1.115742202490548583e-02
1.143616147038523101e-02
1.155673662905426329e-02
1.172831133995614825e-02
6.524820534449318754e-02
6.545666425050804260e-02
6.563848685754306023e-02
6.586577963157674853e-02
6.618727848315354712e-02
6.652427719111471405e-02
6.689593947604451085e-02
6.700310001808455762e-02
6.717880143385286662e-02
6.729953526269283337e-02
6.790674563396718877e-02
6.825516714114053529e-02
6.865387589635003895e-02
6.877580832761162610e-02
6.892423238289741017e-02
6.940171990869570262e-02
6.950713794316124017e-02
6.956572136248559413e-02
6.988305661956902004e-02
7.001061327190614969e-02
7.022675965044987423e-02
7.056784399962440224e-02
7.068486534476164929e-02
7.083607786167075981e-02
7.097057301422403375e-02
7.120116915302157623e-02
7.164780099821646542e-02
7.173338494672944210e-02
7.244791679848655575e-02
7.252651558951388189e-02
7.305731989655407654e-02
7.321123371149973469e-02
7.339356743418001816e-02
7.360064146643210958e-02
7.395019550180999268e-02
7.401743464071755541e-02
7.412613691382072267e-02
7.464256105863965873e-02
7.474156954537884701e-02
7.490376587437772016e-02
7.554995714346768310e-02
7.589132439112508677e-02
7.621928943260757039e-02
7.647578967562362884e-02
7.666065294306792510e-02
7.702094687093623271e-02
7.722566626912452659e-02
7.749359654806819986e-02
7.788485351850472915e-02
7.802443261794432539e-02
1.315698675936743112e-01
1.322073995977953442e-01
1.325419091102472968e-01
1.328826913617656980e-01
1.332703559804016558e-01
1.336586557359779881e-01
1.338716151272227317e-01
1.342211560181824082e-01
1.344489757773332794e-01
1.346200965821350015e-01
1.347664632518087158e-01
1.350283240159386999e-01
1.352717865979673473e-01
1.356348195826503067e-01
1.356476279050225497e-01
1.358465836468875365e-01
1.361215766637812741e-01
1.362693343706534721e-01
1.366406904201564187e-01
1.368148688605181629e-01
1.371447759075719308e-01
1.373508990417353914e-01
1.375092496479429216e-01
1.377398963096536366e-01
1.379909335293109107e-01
1.382339507614161467e-01
1.386914783653627470e-01
1.390121034240711373e-01
1.392508338002463320e-01
1.392943252081495220e-01
1.396726407745025600e-01
1.399680555433491236e-01
1.404001806053349899e-01
1.406715476634048667e-01
1.409687310688014228e-01
1.411212272030450965e-01
1.413315115433741165e-01
1.416766536041823010e-01
1.418350916225368519e-01
1.419403260527725141e-01
1.423909701978895159e-01
1.426655932164059559e-01
1.426852501826362807e-01
1.429859662108585727e-01
1.432667319173192289e-01
1.433794338635016874e-01
1.436871801678438199e-01
1.439960460738778647e-01
1.441370011737396206e-01
1.443770903152395424e-01
1.978947967647966266e-01
1.980547588512301949e-01
1.981559318227920641e-01
1.982864433960160044e-01
1.985871520564832515e-01
1.989513468859798739e-01
1.991733831508382679e-01
1.992481649099323571e-01
1.996018353155570302e-01
1.997899969864438130e-01
2.000751218406683352e-01
2.001792100349754078e-01
2.005326198836883678e-01
2.006559270055436328e-01
2.009217729090820026e-01
2.011706418425714959e-01
2.016278247829824122e-01
2.018212444857491739e-01
2.019907317211740994e-01
2.022786127963775438e-01
2.030039762867840714e-01
2.032366613936082700e-01
2.033372672219473931e-01
2.034906624368927330e-01
2.037345298081214007e-01
2.040512744116241284e-01
2.044019494926925806e-01
2.045925641596496314e-01
2.047912506524584841e-01
2.049906955226249439e-01
2.052485135114854031e-01
2.054125208611027320e-01
2.058480685307374491e-01
2.060894090400971490e-01
2.062309550879971309e-01
2.067874432458315648e-01
2.069935567701270684e-01
2.072613159690291640e-01
2.075201409114302564e-01
2.081023509508785896e-01
2.083610559981222965e-01
2.087162786163106742e-01
2.089460468347991984e-01
2.093401290049739516e-01
2.094721568710362636e-01
2.095768968654207476e-01
2.097992129315229271e-01
2.099815314102731756e-01
2.102524696217221156e-01
2.105249930037312311e-01
2.640405541548112023e-01
2.643516513772414256e-01
2.646728257727967715e-01
2.647371667679583873e-01
2.655129505994937578e-01
2.656005772032246637e-01
2.657450639290181993e-01
2.664351435104381216e-01
2.664475025629306493e-01
2.668004816745207508e-01
2.670033550329307115e-01
2.673381750813729196e-01
2.677316322309057917e-01
2.678752251993914424e-01
2.682289595213425692e-01
2.685987897507043365e-01
2.690219230790121818e-01
2.695364281447255594e-01
2.695631803450407316e-01
2.697730987494647015e-01
2.702480116491143280e-01
2.703375303996061740e-01
2.704769017069522108e-01
2.705731268052363747e-01
2.709075091638639687e-01
2.711030991488644348e-01
2.714648618388473267e-01
2.717802809263788477e-01
2.719098762486872878e-01
2.722359027715711144e-01
2.726539561394840105e-01
2.727685243728126263e-01
2.729120395091237938e-01
2.733226542974639961e-01
2.738085293229978734e-01
2.739536188706979125e-01
2.741076058592268327e-01
2.741915803489771153e-01
2.746773734259290722e-01
2.749627238965842713e-01
2.751850426002388494e-01
2.752939404500301390e-01
2.755717310636239259e-01
2.758249066516934023e-01
2.761269233118749944e-01
2.762412375734904502e-01
2.764962143562452179e-01
2.767266604899160098e-01
2.770817669672855366e-01
2.772901608634817383e-01
3.306270732064575668e-01
3.311610120138898661e-01
3.313450222960415692e-01
3.316042336399783741e-01
3.317469811502234411e-01
3.319415730999891179e-01
3.322803530084871837e-01
3.323889165233532839e-01
3.329723509479140531e-01
3.331477928715516068e-01
3.333543610805324020e-01
3.335514109763935697e-01
3.338991088060745405e-01
3.343659301072784418e-01
3.345739191494958020e-01
3.348756081477178292e-01
3.349393624028958460e-01
3.352292068900131761e-01
3.353163551652941776e-01
3.358018628555420881e-01
3.362516801298732205e-01
3.362991729149488740e-01
3.364937572574463465e-01
3.365779275404005011e-01
3.370477604021714368e-01
3.372875218003250630e-01
3.374375604927299932e-01
3.377368351677643710e-01
3.379657395355452065e-01
3.383081707260169879e-01
3.384462197402368644e-01
3.388681990647359199e-01
3.389167052982946515e-01
3.391528239201360706e-01
3.396468171512040946e-01
3.396696859802232349e-01
3.401796069670867673e-01
3.405338534046365440e-01
3.407407250243216779e-01
3.408564109729562697e-01
3.413511341780543495e-01
3.414750892337714006e-01
3.420998013510220814e-01
3.424660321640647376e-01
3.430619580237859734e-01
3.432623879851646187e-01
3.435078614791621798e-01
3.435933927518159403e-01
3.438556521402919008e-01
3.441508906584368477e-01
3.974543842135260241e-01
3.977146374778889326e-01
3.978721521903428870e-01
3.979988729578715634e-01
3.981833332298329586e-01
3.988271674286610891e-01
3.989755729320981770e-01
3.993422845517691777e-01
3.996405895023383281e-01
3.999769319242239551e-01
4.000463067966936181e-01
4.004794201640078377e-01
4.005438453188577275e-01
4.006848169328279252e-01
4.010269175221942151e-01
4.013252712191200389e-01
4.013978271371542728e-01
4.019092967955804618e-01
4.020379682022449108e-01
4.024837531304092386e-01
4.028798646540728834e-01
4.031074545291384315e-01
4.031685990929279040e-01
4.034483314554255240e-01
4.036496102629545946e-01
4.039675052604612127e-01
4.042778681644342287e-01
4.045358285182509839e-01
4.049116043378018226e-01
4.050792482370952352e-01
4.054732348267703346e-01
4.054785661782679962e-01
4.061295934286154874e-01
4.062075076501738824e-01
4.065407975285119102e-01
4.067756131150873644e-01
4.068897041240576162e-01
4.072151189441112762e-01
4.073122401567837447e-01
4.078666693815723998e-01
4.081546946895656669e-01
4.082987087176551677e-01
4.088293940276537253e-01
4.090745873435802094e-01
4.094558674926815911e-01
4.097042947517511857e-01
4.100134320330496851e-01
4.101462242479305687e-01
4.102288589844713118e-01
4.107925177269309280e-01
4.641957979390980982e-01
4.642826118163000393e-01
4.646750784455495609e-01
4.648745492831219961e-01
4.652733655959656045e-01
4.653398965377620322e-01
4.657052323710414998e-01
4.659768077293174326e-01
4.660838191790926399e-01
4.663602585414028945e-01
4.665382229152272853e-01
4.666798937935281999e-01
4.669518263900766519e-01
4.672539739089004995e-01
4.674049314784224918e-01
4.678743502405913746e-01
4.684770994437368885e-01
4.686311602944968624e-01
4.688876955231609522e-01
4.691644606989447963e-01
4.692907972177968179e-01
4.693254188455552867e-01
4.696747993452576320e-01
4.699181800920537166e-01
4.704164830662406205e-01
4.705707169319791605e-01
4.709914553115969738e-01
4.714362060662764531e-01
4.716640903839282029e-01
4.717427224919722994e-01
4.721470294388127042e-01
4.724435213806861822e-01
4.726217172641329345e-01
4.726719332099214577e-01
4.729587676873304170e-01
4.731021473110241793e-01
4.737297817096973174e-01
4.739190536683384747e-01
4.741607702176424688e-01
4.746045743636303493e-01
4.748944776469239404e-01
4.751873877467828189e-01
4.752836705954032737e-01
4.757545014451470267e-01
4.761529765751300047e-01
4.762963688596206224e-01
4.764792899389944103e-01
4.765604856982362247e-01
4.768680894769521394e-01
4.771295122053073601e-01
5.305268799440784333e-01
5.307939586740765270e-01
5.308492913277755854e-01
5.312700774710786833e-01
5.313427736506785015e-01
5.318624720051168264e-01
5.320681810306421289e-01
5.323578184941876179e-01
5.326615934071680103e-01
5.329830791835363790e-01
5.330609498712222116e-01
5.332505341964910439e-01
5.335280263771713383e-01
5.339893033003642042e-01
5.340880483638255072e-01
5.345610299292140599e-01
5.347961600328386966e-01
5.351312835478493346e-01
5.352777615875904393e-01
5.356276104011638006e-01
5.357371533811799980e-01
5.362992546471885280e-01
5.364785109971432764e-01
5.368716129895486633e-01
5.370143490326747537e-01
5.372043538464663648e-01
5.373096873289346931e-01
5.377313956357087088e-01
5.380005936760624552e-01
5.383737703237916339e-01
5.385666494338721133e-01
5.388118463171263084e-01
5.391354788278083232e-01
5.392758252863359969e-01
5.397424932101305695e-01
5.398314339061091038e-01
5.400425411437828060e-01
5.404102469057165958e-01
5.404988875276461879e-01
5.410024317476284095e-01
5.412321327076740074e-01
5.413804549464023008e-01
5.417848887027668647e-01
5.420951776751000706e-01
5.423121311068733741e-01
5.425272582270784794e-01
5.428401967198673850e-01
5.429316731524777007e-01
5.430498437030912839e-01
5.434697084729813721e-01
5.973956261145088042e-01
5.974505226906853261e-01
5.976445411742073999e-01
5.981256054416782542e-01
5.985491614678305483e-01
5.986424946629537169e-01
5.987276706077546695e-01
5.991400072227932583e-01
5.993384275387581006e-01
5.998016987472850614e-01
5.999035455445282938e-01
6.000991026760501557e-01
6.004931310304434389e-01
6.010435085291438995e-01
6.013872275296516801e-01
6.015973054104304385e-01
6.016833160500394406e-01
6.018986960858733193e-01
6.023157202889302120e-01
6.023351720501682882e-01
6.026545362418216367e-01
6.027455251026249128e-01
6.033271120444725355e-01
6.037072698611968269e-01
6.038322974330745385e-01
6.042102072915057631e-01
6.044044455333473786e-01
6.045285934972365327e-01
6.046735678166577088e-01
6.047605927235557566e-01
6.051071871618286524e-01
6.052828135418381050e-01
6.055311835467421799e-01
6.057847283800890104e-01
6.059540656648190193e-01
6.061486949952336056e-01
6.062661990565578751e-01
6.065961495385991942e-01
6.066250800654536812e-01
6.068125698502790932e-01
6.072538565332559202e-01
6.075253661471829991e-01
6.077665580344215890e-01
6.078122007201803845e-01
6.081294651501718551e-01
6.082510176642590416e-01
6.083850174036709024e-01
6.084578491589169857e-01
6.089789153183893244e-01
6.094032316752181488e-01
