t,Re<C_aa>,Im<C_aa>,|C_aa|,|C_aa|^2,Re<C_ab>,Im<C_ab>,|C_ab|,|C_ab|^2
183.6,-0.0804764778,-0.103919007,0.131436766,0.0172756235,0.0486713316,-0.0017531351,0.0487028953,0.00237197201
187.2,-0.111424402,-0.00487966398,0.111531199,0.0124392084,0.0176595474,0.0164241369,0.0241166309,0.000581611886
190.8,0.000151307568,0.00933398715,0.00933521345,8.71462101e-05,0.0143907167,0.00568755545,0.0154738817,0.000239441014
194.4,0.0180637871,0.0434314366,0.0470381769,0.00221259009,-0.0238206089,0.0194764673,0.0307693709,0.000946754186
198,0.131222321,0.11512899,0.174567986,0.0304739819,-0.0310439453,-0.0135590259,0.0338758575,0.00114757372
201.6,0.072767161,-0.0267610471,0.0775320151,0.00601121336,-0.0119552953,-0.00877121087,0.0148277856,0.000219863225
205.2,-0.00940150158,-0.00819331253,0.0124707098,0.000155518602,-0.00349961312,-0.00931431202,0.00995006032,9.90037003e-05
208.8,-0.0535721687,-0.0908899465,0.105503363,0.0111309596,0.0379891837,-0.00933086912,0.039118323,0.00153024319
212.4,-0.184205213,-0.0704504254,0.197217704,0.0388948228,0.0219392141,0.0285551316,0.0360100632,0.00129672465
216,-0.0366037183,0.0324658381,0.0489271175,0.00239386283,0.00781201067,0.0037996428,0.0086870476,7.5464796e-05
219.6,0.0207071737,0.00738237487,0.0219837782,0.000483286503,-0.0110436443,0.0141671474,0.0179630216,0.000322670146
223.2,0.138635591,0.131677997,0.191203875,0.036558922,-0.0493887681,0.000236288901,0.0493893333,0.00243930624
226.8,0.181311774,-0.0206473492,0.182483622,0.0333002723,-0.0155584604,-0.0359749567,0.0391951936,0.0015362632
230.4,-0.00839575513,-0.0258700583,0.0271983202,0.00073974862,-0.00364790346,0.00154634328,0.00396211777,1.56983772e-05
234,-0.0480568559,-0.0525873284,0.0712382517,0.00507488851,0.0250766365,-0.0240571679,0.0347503241,0.00120758503
237.6,-0.241462613,-0.0722881395,0.252051123,0.0635297684,0.0527397576,0.00794198762,0.0533343904,0.0028445572
241.2,-0.112878536,0.0954599695,0.147831559,0.0218541698,0.0111287745,0.0402911962,0.0417998817,0.00174723011
244.8,0.0303253322,-0.0118460529,0.0325569462,0.00105995474,-0.00209184689,-0.00178546997,0.00275022297,7.56372641e-06
248.4,0.119432879,0.0597774402,0.133557309,0.0178375549,-0.0373364044,0.0322722628,0.0493508464,0.00243550604
252,0.269144144,-0.0473805043,0.273282788,0.0746834822,-0.0568601536,-0.0232747279,0.0614393198,0.00377479002
255.6,-0.00816453367,-0.0611678289,0.0617103144,0.0038081629,-0.0110654715,-0.0333799283,0.0351662377,0.00123666428
259.2,-0.0265939438,-0.0118143798,0.0291001274,0.000846817416,0.0100751608,0.00221624676,0.0103160367,0.000106420614
262.8,-0.204671234,-0.0178081471,0.205444504,0.0422074442,0.053042046,-0.0396253067,0.0662089388,0.00438362358
266.4,-0.200674548,0.151300314,0.25132063,0.0631620592,0.064008857,0.0330672005,0.072045635,0.00519057352
270,0.0329162652,0.00391702445,0.0331485082,0.00109882359,0.000414606215,0.01917447,0.0191789519,0.000367832197
273.6,0.0608246563,0.0174395315,0.0632753986,0.00400377607,-0.021233143,0.0107546393,0.0238014417,0.000566508628
277.2,0.264304581,-0.0849417535,0.277618467,0.0770720131,-0.0617574038,0.0528667348,0.081294948,0.00660886857
280.8,0.0574852653,-0.159337571,0.169390134,0.0286930174,-0.0625931041,-0.036791119,0.0726049799,0.00527148311
284.4,-0.0263991196,0.026122176,0.0371386806,0.0013792816,0.0189716511,-0.0166139361,0.0252179781,0.000635946418
288,-0.153105483,-0.00189837999,0.153117252,0.0234448929,0.0178685897,-0.032692296,0.0372568479,0.00138807272
291.6,-0.209575644,0.213229492,0.298979542,0.0893887666,0.059122932,-0.0546989441,0.080544991,0.00648749557
295.2,0.0339850102,0.105539708,0.110876557,0.012293611,0.0562776243,0.0407316284,0.0694711202,0.00482623654
298.8,0.0227189373,-0.0323007703,0.0394903769,0.00155948987,-0.0289615067,0.0247563218,0.0381004507,0.00145164434
302.4,0.213208022,-0.104387704,0.237390929,0.0563544534,-0.0104701497,0.0420889044,0.0433716486,0.00188109991
306,0.0760138914,-0.267928871,0.278503127,0.0775639916,-0.0648045933,0.049234715,0.0813860705,0.00662369248
309.6,-0.0557399726,0.0236401966,0.0605458788,0.00366580344,-0.0432196215,-0.0381069817,0.0576201157,0.00332007774
313.2,-0.0881531578,0.0219228686,0.0908382705,0.00825159139,0.0297554479,-0.0300006311,0.0422542843,0.00178542454
316.8,-0.151100933,0.241745014,0.285082696,0.0812721434,0.0129972422,-0.0516614704,0.0532713415,0.00283783583
320.4,0.0627773081,0.201885263,0.211420552,0.0446986499,0.0685710622,-0.0487713073,0.0841464853,0.00708063099
324,0.00382837495,-0.0738573209,0.0739564758,0.00546956031,0.018926273,0.0446294093,0.0484766746,0.00234998798
327.6,0.12073014,-0.0952416483,0.15377496,0.0236467383,-0.0241674308,0.0377732922,0.0448429071,0.00201088632
331.2,0.0241926083,-0.297444402,0.298426632,0.0890584546,-0.0104563322,0.0629504833,0.0638129942,0.00407209823
334.8,-0.0832914105,-0.0496052425,0.096944,0.00939813914,-0.0614706336,0.0372042735,0.0718526044,0.00516279676
338.4,0.0117953474,0.0612668308,0.0623919449,0.00389275478,-0.00555028235,-0.0655492758,0.0657838368,0.00432751319
342,-0.105290722,0.205246265,0.230677622,0.0532121654,0.0064136675,-0.0356854132,0.0362571903,0.00131458385
345.6,0.107675553,0.230291104,0.254220411,0.0646280173,0.00753760351,-0.0662180272,0.0666456494,0.00444164259
349.2,0.037320142,-0.0247158545,0.0447623331,0.00200366647,0.0608089473,-0.0161879973,0.0629267775,0.00395977933
352.8,-0.00255685665,-0.0624547469,0.062507063,0.00390713293,0.0095274485,0.08007399,0.0806388005,0.00650261615
356.4,0.00207945031,-0.265353984,0.265362132,0.0704170611,-9.75633828e-05,0.0276092802,0.0276094526,0.000762281872
360,-0.14405263,-0.104602213,0.17802467,0.0316927832,-0.0127075734,0.0716780029,0.0727957315,0.00529921852
363.6,0.0343762542,0.0519485506,0.0622926863,0.00388037877,-0.0575559477,-0.000611413107,0.0575591951,0.00331306094
367.2,-0.0426023643,0.12251604,0.129711763,0.0168251415,-0.0112461335,-0.0798907356,0.0806784057,0.00650900515
370.8,0.119963587,0.228785785,0.25832963,0.0667341976,0.00127743462,-0.0294404614,0.0294681626,0.000868372605
374.4,0.101458015,0.0187865601,0.103182671,0.0106466637,0.0107617654,-0.0797197843,0.0804428966,0.00647105961
378,-0.0551785995,-0.0316034704,0.0635881843,0.00404345718,0.0541161582,0.0257892564,0.0599470126,0.00359364432
381.6,0.00447507194,-0.186082483,0.186136285,0.0346467168,0.0174466688,0.0759890467,0.0779661559,0.00607872147
385.2,-0.18407735,-0.146164448,0.23505003,0.0552485166,0.00766199449,0.0376360741,0.0384080751,0.00147518023
388.8,-0.0213723648,0.029597945,0.0365077571,0.00133281633,-0.00754835174,0.068495497,0.0689101641,0.00474861072
392.4,0.0269668872,0.0553645765,0.0615828656,0.00379244934,-0.0670167099,-0.0534237939,0.0857049658,0.00734534116
396,0.0924123437,0.241507414,0.258584362,0.0668658722,-0.0227177904,-0.0575799866,0.0618995384,0.00383155285
399.6,0.183601595,0.0263303827,0.185480012,0.0344028349,-0.0201445355,-0.0355269269,0.0408407253,0.00166796485
403.2,-0.0194911218,-0.0203765326,0.0281976402,0.00079510691,0.0216788366,-0.0516545207,0.0560192954,0.00313816146
406.8,-0.0386483996,-0.0951025562,0.102655711,0.010538195,0.0871201123,0.059181693,0.1053204,0.0110923868
410.4,-0.213935974,-0.194874405,0.289386652,0.0837446345,0.0147744483,0.0394787876,0.0421528053,0.00177685899
414,-0.103946623,0.0590490805,0.119547874,0.0142916943,0.027366919,0.0326343419,0.0425904746,0.00181394853
417.6,0.0472382569,0.0128172706,0.0489462495,0.00239573534,-0.0378733354,0.0430174684,0.0573139784,0.00328489212
421.2,0.102957542,0.181015207,0.208246874,0.0433667607,-0.087942343,-0.0526738819,0.102510456,0.0105083935
424.8,0.265615263,0.02972836,0.267273723,0.0714352432,-0.00793623276,-0.0379112648,0.0387330323,0.00150024779
428.4,0.0156783089,-0.0626127438,0.0645458369,0.00416616505,-0.0318944525,-0.0280401169,0.0424676849,0.00180350426
432,-0.0596037482,-0.0197676617,0.0627962359,0.00394336725,0.05213592,-0.0358508518,0.063272725,0.00400343773
435.6,-0.219645789,-0.148687078,0.26523974,0.0703521199,0.0801476708,0.0478817333,0.0933611778,0.00871630952
439.2,-0.18419105,0.104046661,0.211546805,0.0447520505,0.0152382488,0.0297308871,0.03340853,0.00111612987
442.8,0.051372387,0.00605669743,0.0517281909,0.00267580573,0.0211195822,0.0175300977,0.0274470596,0.00075334108
446.4,0.0969107375,0.0696460332,0.119340944,0.014242261,-0.0700111314,0.031625027,0.0768225283,0.00590170085
450,0.287525951,0.0155772952,0.287947608,0.0829138248,-0.0678169331,-0.0395509834,0.0785074309,0.00616341671
453.6,0.0269885257,-0.124360364,0.127255179,0.0161938806,-0.0142137822,-0.00954662016,0.017122195,0.00029316956
457.2,-0.0319614322,0.0135783514,0.0347261396,0.00120590477,0.00335677813,-0.0240599599,0.0242929954,0.000590149628
460.8,-0.169693739,-0.0382964723,0.173961447,0.030262585,0.0794974341,-0.0372245267,0.0877810197,0.00770550742
464.4,-0.231651867,0.116073724,0.25910557,0.0671356967,0.0505714995,0.0367713787,0.0625268811,0.00390961085
468,0.0582090635,0.0421140915,0.0718463066,0.00516189177,0.00386639508,-0.00213742649,0.00441787312,1.95176029e-05
471.6,0.0473536402,0.00127554941,0.0473708166,0.00224399427,-0.0141072063,0.041617689,0.0439436606,0.0019310453
475.2,0.228225966,-0.0267422727,0.229787382,0.0528022408,-0.0725142342,0.0305248053,0.0786770481,0.0061900779
478.8,0.0705605169,-0.157721481,0.172785567,0.029854852,-0.0403537501,-0.0399421293,0.0567785069,0.00322379884
482.4,-0.0458180529,0.018307714,0.0493403117,0.00243446636,0.00229555265,0.00280325807,0.00362323306,1.31278178e-05
486,-0.0836017872,0.0032352293,0.0836643624,0.00699972553,0.0151169289,-0.0523789674,0.0545167659,0.00297207777
489.6,-0.203357075,0.116385921,0.234307027,0.0548997827,0.0704789396,-0.0166877431,0.0724276308,0.0052457617
493.2,0.0255866223,0.100025117,0.10324582,0.0106596994,0.0350800202,0.0321913,0.0476118432,0.00226688761
496.8,0.0204972634,-0.0387870777,0.0438699807,0.0019245752,-0.0111318892,0.00037509929,0.011138207,0.000124059656
500.4,0.157389779,-0.0302459564,0.160269649,0.0256863605,-0.0210725155,0.0584910266,0.0621711437,0.0038652511
504,0.11316193,-0.172838059,0.206588037,0.0426786172,-0.0678494856,0.008139781,0.0683359988,0.00466980873
507.6,-0.0548700909,-0.0134763197,0.0565007794,0.00319233807,-0.0173920767,-0.0188360529,0.0256374964,0.000657281222
511.2,-0.0330263315,0.0160559273,0.0367223552,0.00134853137,0.0165977483,-0.0157652626,0.0228916743,0.000524028753
514.8,-0.151613045,0.115129589,0.190371578,0.0362413376,0.0218268481,-0.0653017286,0.0688529379,0.00474072705
518.4,-0.0287626465,0.163076908,0.165593984,0.0274213677,0.0602344406,0.000592240652,0.0602373521,0.00362853859
522,0.0388532724,-0.0460056677,0.0602170925,0.00362609823,-0.00298783412,0.016597455,0.0168642422,0.000284402667
525.6,0.0821465983,-0.0256568387,0.0860600777,0.00740633698,-0.00973432289,0.0312223859,0.0327046545,0.00106959443
529.2,0.111678343,-0.194910652,0.224637963,0.0504622144,-0.0247923861,0.0591213963,0.0641092966,0.00411000191
532.8,-0.0537102377,-0.088759551,0.103745108,0.0107630475,-0.0564789797,-0.0114679928,0.0576315018,0.00332139
536.4,-0.0172866255,0.0483103849,0.0513100449,0.00263272071,0.0123511276,-0.0187423469,0.0224460669,0.00050382592
540,-0.0993440995,0.0902183017,0.134196096,0.0180085921,-0.00242323296,-0.0350242018,0.0351079303,0.00123256677
543.6,-0.00916715019,0.21273067,0.212928097,0.0453383745,0.0323423875,-0.0524215376,0.061595841,0.00379404763
547.2,0.0652015269,-0.00513600527,0.0654034988,0.00427761766,0.0465079649,0.0161904907,0.0492455358,0.00242512279
550.8,0.00668205355,-0.0539737079,0.0543857609,0.00295781099,-0.0197052565,0.0238471316,0.0309351389,0.000956982818
554.4,0.0777450705,-0.172533901,0.18924123,0.0358122431,0.00508562709,0.0390485359,0.0393783158,0.00155065176
558,-0.0836378778,-0.128094107,0.152981682,0.0234033949,-0.0355993089,0.0495029859,0.0609742273,0.0037178564
561.6,-0.0100799942,0.049877017,0.0508853919,0.00258932311,-0.0305824706,-0.0240891993,0.0389304127,0.00151557703
565.2,-0.0348655273,0.0548835226,0.0650215814,0.00422780604,0.0163549022,-0.0342496629,0.0379542123,0.00144052223
568.8,0.0176103912,0.193434421,0.194234397,0.0377270011,-0.00994324943,-0.0434535661,0.0445766824,0.00198708062
572.4,0.0889236155,0.0431859262,0.09885562,0.00977243361,0.0323525694,-0.0404107826,0.051766013,0.0026797201
576,-0.0232440881,-0.0564267146,0.0610267299,0.00372426176,0.0178267052,0.0375040035,0.0415251935,0.0017243417
579.6,0.0392713483,-0.11464352,0.121183231,0.0146853755,-0.00368365884,0.0323293418,0.0325385262,0.00105875569
583.2,-0.1088534,-0.135766427,0.174016049,0.0302815854,0.00673830984,0.0414649695,0.04200891,0.00176474852
586.8,-0.0313098734,0.0294359576,0.0429742222,0.00184678377,-0.0327753633,0.023374406,0.0402565187,0.0016205873
590.4,0.0167007942,0.0398786489,0.0432345136,0.00186922317,-0.0152531701,-0.0462167606,0.0486687596,0.00236864816
594,0.0168832856,0.130620599,0.131707199,0.0173467862,-0.00259760815,-0.0224189707,0.0225689569,0.000509357816
597.6,0.104863018,0.0424863456,0.113143016,0.0128013422,-0.000401560709,-0.0456206844,0.0456224516,0.00208140809
601.2,-0.0137799356,-0.0257831901,0.0292345603,0.000854659515,0.0354164569,-0.00707997447,0.0361171906,0.00130445146
604.8,0.00243820925,-0.0645931843,0.0646391856,0.00417822432,0.0122744153,0.0483299647,0.0498642834,0.00248644676
608.4,-0.0616210658,-0.118904536,0.133923278,0.0179354445,0.0021126254,0.0181052673,0.0182281072,0.000332263891
612,-0.0542502049,0.000762317572,0.0542555606,0.00294366586,-0.000768849878,0.0470701643,0.0470764432,0.0022161915
615.6,0.0103812478,0.0285865766,0.0304131989,0.00092496267,-0.035510111,-0.0136370791,0.038038637,0.00144693791
619.2,0.0206438022,0.086739263,0.0891620228,0.00794986631,-0.0118796996,-0.0502980646,0.0516819366,0.00267102257
622.8,0.0816001022,0.0759085804,0.111448146,0.0124206893,-0.00518313115,-0.0199921496,0.0206531086,0.000426550896
626.4,0.0323473331,-0.0121513878,0.0345543946,0.00119400619,0.00129580711,-0.0404174151,0.0404381819,0.00163524656
630,-0.0317165,-0.0546673802,0.0632017312,0.00399445883,0.0425462642,0.0327181385,0.0536717913,0.00288066118
633.6,-0.0281007894,-0.0951410015,0.0992041558,0.00984146453,0.0132712496,0.0435359061,0.0455137472,0.00207150118
637.2,-0.0912004603,-0.0490147907,0.103537306,0.0107199737,0.00543916696,0.0204149286,0.021127088,0.000446353848
640.8,0.00793539127,0.0342810125,0.035187473,0.00123815826,-0.0139459588,0.0295811387,0.0327037235,0.00106953353
644.4,0.0366878194,0.0495295212,0.0616374039,0.00379916956,-0.0493299363,-0.0424877379,0.0651049191,0.00423865049
648,0.0556392485,0.109381145,0.122719032,0.0150599608,-0.0087612798,-0.0326691772,0.0338235888,0.00114403516
651.6,0.0910876248,-0.00476038651,0.0912119328,0.00831961668,-0.0055857945,-0.0284979224,0.0290401908,0.00084333268
655.2,-0.042973267,-0.032036729,0.0536008739,0.00287305368,0.0304203217,-0.0238005785,0.038624649,0.00149186351
658.8,-0.040622954,-0.0802915915,0.089983132,0.00809696405,0.0530639992,0.0497607035,0.072745554,0.00529191563
662.4,-0.11828376,-0.0988384087,0.154143047,0.023760079,0.00392363699,0.0267341792,0.0270205712,0.000730111266
666,-0.024827201,0.0532818177,0.0587821572,0.003455342,0.0146887028,0.0310393134,0.0343394375,0.00117919697
669.6,0.0484174928,0.0151099696,0.0507204573,0.00257256479,-0.044798266,0.018010785,0.0482832581,0.00233127302
673.2,0.0797055054,0.0986875235,0.126855015,0.0160921949,-0.0592485871,-0.0529995754,0.0794943399,0.00631935007
676.8,0.134499409,0.0169620258,0.13556475,0.0183778014,-0.00462134558,-0.0220778377,0.022556324,0.000508787751
680.4,-0.0228508062,-0.0339131715,0.0408933068,0.00167226254,-0.015240498,-0.0232553638,0.0278044012,0.000773084725
684,-0.0579436288,-0.0277925548,0.064264222,0.00412989022,0.0627733928,-0.0125147395,0.0640087303,0.00409711755
687.6,-0.134744546,-0.0960390039,0.16546777,0.0273795829,0.0592720132,0.0445988562,0.0741770148,0.00550222953
691.2,-0.0954800557,0.0564105176,0.110898997,0.0122985875,0.00500505808,0.015083733,0.0158924387,0.000252569608
694.8,0.0522928752,0.00535002742,0.0525658405,0.00276316759,0.00244384264,0.0215315936,0.0216698382,0.000469581888
698.4,0.0805222071,0.055943892,0.0980486864,0.0096135449,-0.0742296078,0.0201057093,0.0769043186,0.00591427423
702,0.169466072,0.0244471818,0.171220367,0.0293164142,-0.0455268544,-0.0331457046,0.0563145825,0.0031713322
705.6,0.0212559242,-0.080477494,0.0832372594,0.00692844135,-0.00420656638,-0.00882958446,0.00978042752,9.56567625e-05
709.2,-0.0559694732,0.0151079854,0.0579726931,0.00336083315,0.0133388192,-0.0324242903,0.0350607858,0.0012292587
712.8,-0.143664127,-0.0503439568,0.152229745,0.0231738954,0.0708270136,-0.0198481076,0.0735555112,0.00541041323
716.4,-0.15270137,0.0594253764,0.1638569,0.0268490837,0.0285351629,0.0352095253,0.0453207038,0.00205396619
720,0.0657034653,0.0439452719,0.0790451281,0.00624813227,0.00371542512,0.00236970272,0.0044067987,1.94198748e-05
723.6,0.0492425853,0.00591847031,0.0495969807,0.0024598605,-0.0209669944,0.0447486248,0.0494171456,0.00244205427
727.2,0.18401378,-0.0147175654,0.184601403,0.034077678,-0.0716365894,0.0105570287,0.0724103018,0.0052432518
730.8,0.0636067095,-0.110752714,0.127718351,0.0163119772,-0.0233558595,-0.0348260569,0.0419326891,0.00175835041
734.4,-0.0820565717,0.00934341224,0.0825868047,0.0068205803,0.00430086566,0.00511011613,0.00667912661,4.46107323e-05
738,-0.102321689,0.00640507148,0.102521963,0.0105107529,0.0266134224,-0.0561571051,0.0621441446,0.0038618947
741.6,-0.175903763,0.092295933,0.198647107,0.0394606732,0.0746796503,-0.00639397991,0.0749528728,0.00561793315
745.2,0.0561702526,0.0842474091,0.101255732,0.0102527232,0.0164492579,0.0284059301,0.0328249136,0.00107747495
748.8,0.0583389582,-0.0593706672,0.0832364713,0.00692831016,-0.0183331163,0.00574173095,0.019211211,0.000369070627
752.4,0.143154262,-0.0352890345,0.147439678,0.0217384586,-0.023777933,0.0678302936,0.0718772484,0.00516633883
756,0.0794316078,-0.144384751,0.164791798,0.0271563367,-0.0646994822,0.00415178582,0.064832556,0.00420326032
759.6,-0.0963653315,0.00263027209,0.0964012212,0.00929319545,-0.00315749364,-0.023758219,0.0239671178,0.000574422736
763.2,-0.0393214038,0.0638271485,0.0749671774,0.00562007769,0.0151349193,-0.0292785591,0.0329590625,0.0010862998
766.8,-0.158421035,0.118459233,0.197812573,0.0391298142,0.0170760225,-0.0656955575,0.0678785446,0.00460749682
770.4,0.0162220703,0.1159052,0.117034913,0.0136971709,0.0586308162,0.00717770597,0.0590685371,0.00348909208
774,0.0566355631,-0.10511857,0.119404777,0.0142575008,-0.00457226306,0.0232274173,0.02367316,0.000560418506
777.6,0.0609656685,-0.0399159167,0.0728703859,0.00531009314,-0.00119944376,0.041260197,0.0412776274,0.00170384252
781.2,0.076525235,-0.190191406,0.205009469,0.0420288825,-0.0216332541,0.0560644605,0.060093439,0.00361122141
784.8,-0.0647534775,-0.0283437864,0.070685098,0.00499638308,-0.0532113414,-0.0106098155,0.0542587784,0.00294401504
788.4,0.00478063153,0.0933748355,0.0934971354,0.00874171434,0.0126666878,-0.0221723599,0.0255354366,0.000652058522
792,-0.0888179694,0.096585121,0.131214775,0.0172173173,-0.0121934765,-0.0457140991,0.0473123633,0.00223845972
795.6,0.0181412652,0.183327761,0.184223162,0.0339381734,0.0294964288,-0.0549072759,0.0623285509,0.00388484826
799.2,0.030433535,-0.0584120061,0.0658647289,0.00433816251,0.0404834031,0.0148559864,0.0431231522,0.00185960626
802.8,-0.00501909271,-0.0521944227,0.0524351891,0.00274944905,-0.0160492186,0.0319893325,0.0357895908,0.00128089481
806.4,0.0606132698,-0.177886813,0.187930005,0.0353176868,0.0226527108,0.0429461496,0.0485542693,0.00235751707
810,-0.0883164147,-0.0935642336,0.128662562,0.0165540549,-0.0274653968,0.0491560388,0.056308651,0.00317066418
813.6,0.0049846062,0.0691543223,0.0693337334,0.00480716659,-0.029658699,-0.0287092083,0.0412778036,0.00170385707
817.2,-0.0189986749,0.0800466367,0.0822703695,0.0067684137,0.00136975589,-0.0390174311,0.0390414672,0.00152423616
820.8,0.0448875601,0.204078886,0.208957136,0.0436630848,-0.0252259349,-0.0380574794,0.0456587289,0.00208471953
824.4,0.0785392699,-0.00440788407,0.0786628652,0.00618784636,0.0271751383,-0.0362892873,0.0453365251,0.00205540051
828,-0.044060051,-0.0649199827,0.0784594943,0.00615589225,0.0311960088,0.0378609075,0.04905751,0.00240663928
